Tweet,Time,Date,Language,Like,Reply,Retweets,Timestamp
"India is among the most investor friendly global economies. 

Our country offers:

Growth. 

Macro-economic stability.

Supportive regulatory framework. 

Political stability. 

A talented workforce. 

Large markets. 

Good physical infrastructure. 

Come, invest in India!pic.twitter.com/MpZbwQNoao",01:27:00,26/06/18,en,11184,527,3195,1:27 AM - 26 Jun 2018
"The Government of India has taken numerous steps to further ‘Ease of Doing Business.’ 

FDI regime is liberalised. 

GST is a major systemic reform which has enhanced transparency and efficiency.pic.twitter.com/2Aad15PQDB",01:23:00,26/06/18,en,6892,283,1898,1:23 AM - 26 Jun 2018
"Let us always work to make our democratic ethos stronger. Writing, debating, deliberating, questioning are vital aspects of our democracy which we are proud of. No force can ever trample the basic tenets of our Constitution.",18:29:00,25/06/18,en,15585,926,3845,6:29 PM - 25 Jun 2018
India remembers the Emergency as a dark period during which every institution was subverted and an atmosphere of fear was created. Not only people but also ideas and artistic freedom were held hostage to power politics.,18:25:00,25/06/18,en,20867,1320,5290,6:25 PM - 25 Jun 2018
"I salute the courage of all those great women and men who steadfastly resisted the Emergency, which was imposed 43 years ago. Their struggles ensured people power prevailed over authoritarianism and the stifling of civil liberties.",18:24:00,25/06/18,en,13152,624,3463,6:24 PM - 25 Jun 2018
"Delighted to meet His Highness Sheikh Abdullah bin Zayed Al Nahyan, Minister of Foreign Affairs and International Cooperation, UAE. We had detailed discussions on cementing India-UAE ties. @ABZayedpic.twitter.com/7XMbv69EnC",09:34:00,25/06/18,en,9287,429,1785,9:34 AM - 25 Jun 2018
"President Danny Antoine Rollen Faure and I had productive discussions on deepening partnership between India and Seychelles. We talked about enhancing maritime cooperation, trade relations and cultural ties. http://nm-4.com/bel6 pic.twitter.com/68wzbB63Eb",09:32:00,25/06/18,en,6873,239,1526,9:32 AM - 25 Jun 2018
"Shri @arunjaitley writes about the dark days of the Emergency, the trampling of personal liberties, excesses committed and how the Emergency was a direct attack on our Constitutional ideals. Do read his blogs. 

Part 1-
https://www.facebook.com/notes/arun-jaitley/the-emergency-revisited-part-i-3-part-series-the-circumstances-leading-to-the-im/807831436072073/ … 

Part 2-
https://www.facebook.com/notes/arun-jaitley/the-emergency-revisited-part-2-3-part-series-the-tyranny-of-emergency/808755082646375/ …",04:28:00,25/06/18,en,17490,1245,5312,4:28 AM - 25 Jun 2018
"A proud moment for Bahadurgarh, the Gateway to Haryana, as this vibrant town comes on Delhi’s Metro Map. This will boost economic activity and help fulfil aspirations of the town’s youth.http://nm-4.com/a9k6 ",09:00:00,24/06/18,en,16836,948,3146,9:00 AM - 24 Jun 2018
"When we say 'Ease of Living', it is about:

Good quality and affordable healthcare.

Proper education facilities.

Housing for all.

Next generation infrastructure- top class roads, railways, waterways, highways and i-ways.pic.twitter.com/nfGnQ3NtCx",06:48:00,23/06/18,en,14186,956,3299,6:48 AM - 23 Jun 2018
"A home is about dignity and happiness. I congratulate my sisters and brothers of Madhya Pradesh who have got their own home. 

We are leaving no stone unturned to ensure housing for all. Numerous steps are also being taken to reform the housing sector.pic.twitter.com/ZSvPt2Qr1V",06:45:00,23/06/18,en,7902,363,2076,6:45 AM - 23 Jun 2018
"Swachh Bharat Abhiyan has brought every Indian together. It has become a people's movement and there has been remarkable progress across all states, including in toilet construction and becoming ODF.pic.twitter.com/fcCO88v11T",06:42:00,23/06/18,en,6571,261,1784,6:42 AM - 23 Jun 2018
"Delighted to be in Indore! I congratulate the citizens of Indore for getting the 1st position in Swachh Survekshan.

In Indore, inaugurated development works which will contribute to the progress of our cities.pic.twitter.com/mCGnepePsc",06:41:00,23/06/18,en,6810,254,1870,6:41 AM - 23 Jun 2018
"India’s demographic dividend is our asset, which can contribute to further commercial growth. Spoke about the need for our business to use more technology, expanding GeM and ways to boost exports in multiple sectors.",08:50:00,22/06/18,en,18480,1066,3341,8:50 AM - 22 Jun 2018
"At the programme in Delhi today, talked at length about the efforts of the Central Government to improve the work culture and focus on solutions instead of silos. Such an approach would add speed and strength to our reform trajectory.",08:49:00,22/06/18,en,12603,529,2429,8:49 AM - 22 Jun 2018
"I urge people around to world to embrace Yoga. 

I also request people to share the joys of Yoga with others by teaching Yoga particularly to today’s youth. This way we can create a healthier planet.pic.twitter.com/aaUFOGXHvi",22:36:00,20/06/18,en,24819,1170,5219,10:36 PM - 20 Jun 2018
"In a world where non-communicable diseases, stress and lifestyle related ailments are rising, Yoga can play a central role in mitigating these diseases to create a healthy mind and body.",22:33:00,20/06/18,en,20395,764,4098,10:33 PM - 20 Jun 2018
"Talked about the integrative power of Yoga, especially how Yoga furthers calm, creativity and contentment. 

Instead of dividing and furthering suffering, Yoga assimilates and heals.pic.twitter.com/JugpESoLdE",22:32:00,20/06/18,en,7074,257,1900,10:32 PM - 20 Jun 2018
Glimpses from the Yoga Day programme in Dehradun.pic.twitter.com/D0jCTv0dJv,22:28:00,20/06/18,en,10927,422,2577,10:28 PM - 20 Jun 2018
Reached Dehradun a short while back. Looking forward to the Yoga Day programme tomorrow morning at the iconic FRI campus at 6:30 AM. Here is a picture from the venue.pic.twitter.com/IfU6J1CrrG,10:18:00,20/06/18,en,19330,932,3366,10:18 AM - 20 Jun 2018
Had a wonderful interaction with farmers from 600 districts across the nation. It was a delight to hear their experiences and how their lives have been positively impacted due to key schemes of the Central Government.http://nm-4.com/d9j6 ,05:35:00,20/06/18,en,7968,309,1884,5:35 AM - 20 Jun 2018
"India’s hardworking farmers are India's pride. Tomorrow at 9:30 AM, I invite you to join an interaction with our farmers. It would be wonderful to hear about the accomplishments of our Annadatas. Join the interaction via the ‘Narendra Modi Mobile App’ or watch it on @DDNewsLive.",23:14:00,18/06/18,en,13953,947,2967,11:14 PM - 18 Jun 2018
Birthday greetings to Congress President Shri @RahulGandhi. I pray for his long and healthy life.,19:37:00,18/06/18,en,37933,2520,5097,7:37 PM - 18 Jun 2018
"Yoga is the journey from ‘me’ to ‘we.’ It promises balance, calm, helps boost concentration and gives immense strength. 

As we approach the #4thYogaDay, I urge people around the world to make Yoga a part of their lives.pic.twitter.com/A4zk3ybNye",07:32:00,18/06/18,en,22548,1182,5273,7:32 AM - 18 Jun 2018
Wonderful!https://twitter.com/indiainnepal/status/1008240067268235264 …,20:00:00,17/06/18,en,12503,659,2409,8:00 PM - 17 Jun 2018
"I thank the Chief Ministers of the various states for their remarks and suggestions on areas such as water conservation, environment, agriculture and MGNREGA.",06:13:00,17/06/18,en,14231,478,2722,6:13 AM - 17 Jun 2018
Sharing details about my closing remarks at the @NITIAayog Governing Council meet. Expressed my views on several issues pertaining to India’s development trajectory.http://nm-4.com/zyj6 ,06:08:00,17/06/18,en,8128,308,1930,6:08 AM - 17 Jun 2018
Some glimpses from the Governing Council meeting of @NITIAayog.pic.twitter.com/uWR9SL4Gyb,00:59:00,17/06/18,en,12960,573,2580,12:59 AM - 17 Jun 2018
Elaborated on the efforts towards providing quality and affordable healthcare to every Indian and talked about the work done in the Aspirational Districts as well as under the Gram Swaraj Abhiyan.,00:39:00,17/06/18,en,12713,527,2439,12:39 AM - 17 Jun 2018
"Delighted to interact with Chief Ministers, officials and other dignitaries at the 4th Governing Council meeting of @NITIAayog. This is a wonderful platform to bring historic transformation in the nation. Here are highlights of my opening remarks.  http://nm-4.com/wyj6 pic.twitter.com/yoH115Tzcc",00:33:00,17/06/18,en,7739,301,1892,12:33 AM - 17 Jun 2018
Looking forward to the 4th Governing Council meeting of @NITIAayog tomorrow. Implementation of key policies relating to a wide range of sectors will be discussed during the meeting.http://nm-4.com/1vj6 ,04:45:00,16/06/18,en,12283,970,2444,4:45 AM - 16 Jun 2018
Eid Mubarak! May this day deepen the bonds of unity and harmony in our society.https://soundcloud.com/narendramodi/pm-extends-greetings-on-eid …,19:20:00,15/06/18,en,19707,1682,3605,7:20 PM - 15 Jun 2018
I feel extremely proud to hear the inspiring stories of the beneficiaries. India is a land blessed with talented citizens who are propelling the nation to growth and glory.https://twitter.com/Hamara_Desh/status/1007481019505799169 …,06:47:00,15/06/18,en,7528,335,1693,6:47 AM - 15 Jun 2018
Snehlata from Alwar in Rajasthan could only study till Class XII but running a CSC changed her life. More people must know about her journey.pic.twitter.com/wOsYBmJWjw,04:55:00,15/06/18,en,12181,631,2696,4:55 AM - 15 Jun 2018
Misbah Hashmi is a village level entrepreneur who has set up a CSC in Haryana. This is what she finds most satisfying about her work.pic.twitter.com/koUZKsTeGE,04:54:00,15/06/18,en,7078,235,1772,4:54 AM - 15 Jun 2018
"On the special festival of Raja Parba, my greetings to the people of Odisha. May this festival enhance the spirit of joy in our society.",18:57:00,14/06/18,en,9046,477,1714,6:57 PM - 14 Jun 2018
Unforgettable affection in Chhattisgarh. Have a look.pic.twitter.com/oWjWMNixld,08:04:00,14/06/18,en,14918,804,3070,8:04 AM - 14 Jun 2018
"Leaving for Chhattisgarh. Looking forward to attending programmes in Naya Raipur and Bhilai.  
http://nm-4.com/gzi6 

via NaMo App",20:19:00,13/06/18,en,10769,665,2051,8:19 PM - 13 Jun 2018
I congratulate the people of Afghanistan as their cricket team plays their first international test match. Glad that they have chosen to play the historic match with India. Best wishes to both teams! May sports continue to bring our people closer and strengthen ties.,19:53:00,13/06/18,en,34571,1072,5814,7:53 PM - 13 Jun 2018
"I always say, Yoga is a great passport to fitness and wellness. It does not require elaborate resources...all you need is a mat, some space and determination.https://twitter.com/mita_anilkumar/status/1006764900302106625 …",08:55:00,13/06/18,en,13831,770,2855,8:55 AM - 13 Jun 2018
"I appeal to every Indian to devote some part of the day towards fitness. 

Practice any set of exercises you are comfortable with and you will see the positive difference it will make in your life! #FitnessChallenge #HumFitTohIndiaFithttps://soundcloud.com/narendramodi/people-from-all-sections-of-society-are-saying-hum-fit-toh-india-fit …",20:30:00,12/06/18,en,12096,751,3097,8:30 PM - 12 Jun 2018
"I am delighted to nominate the following for the #FitnessChallenge:

Karnataka’s CM Shri @hd_kumaraswamy.

India’s pride and among the highest medal winners for India in the 2018 CWG, @manikabatra_TT.

The entire fraternity of brave IPS officers, especially those above 40.",20:28:00,12/06/18,en,22419,1239,5367,8:28 PM - 12 Jun 2018
"Here are moments from my morning exercises. Apart from Yoga, I walk on a track inspired by the Panchtatvas or 5 elements of nature - Prithvi, Jal, Agni, Vayu, Aakash. This is extremely refreshing and rejuvenating. I also practice
breathing exercises. #HumFitTohIndiaFitpic.twitter.com/km3345GuV2",20:27:00,12/06/18,en,93985,7482,26924,8:27 PM - 12 Jun 2018
"Ideas for this month’s #MannKiBaat can also be shared on the MyGov open forum. If you have a message to record, call 1800-11-7800 and record it. Looking forward to your suggestions!",19:33:00,12/06/18,en,11647,732,2376,7:33 PM - 12 Jun 2018
"Best wishes to Shri @PiyushGoyal on his birthday. He has made a mark as a wonderful administrator, who has been spearheading key departments in the Government. He is playing a pivotal role in transforming India’s rail infrastructure. May he lead a long and healthy life.",19:25:00,12/06/18,en,14982,618,3056,7:25 PM - 12 Jun 2018
Greetings to Shri @nstomar Ji on his birthday. It is wonderful to have him as a colleague. Shri Tomar is working round the clock to transform India’s villages. His efforts to strengthen the BJP are valuable. May God bless him with good health and a long life.,19:30:00,11/06/18,en,16119,1074,2523,7:30 PM - 11 Jun 2018
"Sharing a video this morning, on Dhyan. Practice regularly to rejuvenate the mind and body. #4thYogaDaypic.twitter.com/1tvJllqOpA",19:18:00,10/06/18,en,14034,822,3388,7:18 PM - 10 Jun 2018
The SCO Summit in Qingdao was marked by extensive and fruitful deliberations. I had excellent meetings with various world leaders as well. I thank the people of China and President Xi Jinping for hosting the Summit.pic.twitter.com/zyxNRI4Upj,02:26:00,10/06/18,en,15350,749,2812,2:26 AM - 10 Jun 2018
"Glad to have met the President of Kyrgyzstan, Mr. Sooronbay Jeenbekov. We deliberated on ways to add strength to our vibrant bilateral partnership.pic.twitter.com/ZJNkmrXR13",02:20:00,10/06/18,en,10802,357,1810,2:20 AM - 10 Jun 2018
"The SCO represents a significant percentage of the world's population and GDP. By working together, we can create a better future for the youngsters of the world.pic.twitter.com/n3T8TL1lve",02:12:00,10/06/18,en,8868,278,1967,2:12 AM - 10 Jun 2018
The Indian community has distinguished itself in every part of the world. Their affection is absolutely humbling. Here are some pictures from Qingdao in China.pic.twitter.com/kbtgQBJ9EJ,05:07:00,09/06/18,en,13836,568,2728,5:07 AM - 9 Jun 2018
"Wonderful to meet Mr. Shavkat Mirziyoyev, President of Uzbekistan. Ties between our nations have their roots in history. We reviewed the full range of the India-Uzbekistan friendship, especially ways to boost economic and cultural cooperation.pic.twitter.com/JyTeAfxWVP",05:03:00,09/06/18,en,9011,292,1802,5:03 AM - 9 Jun 2018
"Met this year’s SCO host, President Xi Jinping this evening. We had detailed discussions on bilateral and global issues. Our talks will add further vigour to the India-China friendship.pic.twitter.com/PNVi6fQ3SD",04:56:00,09/06/18,en,13702,477,2474,4:56 AM - 9 Jun 2018
"On 9th and 10th June, I will be in Qingdao, China to take part in the annual SCO Summit. This will be India’s first SCO Summit as a full member. Will be interacting with leaders of SCO nations and discussing a wide range of subjects with them. https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10160540375525165/?type=3&theater …",08:43:00,08/06/18,en,23157,1826,4140,8:43 AM - 8 Jun 2018
A shopkeeper who runs a Pradhan Mantri Bhartiya Janaushadhi Pariyojna store said that he is happy to be serving people from remote areas. He also said that there was no corruption or harassment in the process to start the store.pic.twitter.com/BTo8VaDU1S,04:41:00,07/06/18,en,14314,1185,2967,4:41 AM - 7 Jun 2018
"Costs have come down…medicines are purchased in advance there is no tension.

Beneficiaries of the Pradhan Mantri Bhartiya Janaushadhi Pariyojna  talk about the positive change in their lives.pic.twitter.com/t9C7HfkkuB",04:41:00,07/06/18,en,8149,402,2106,4:41 AM - 7 Jun 2018
Thanks to the Pradhan Mantri Rashtriya Dialysis Program Vijay Ji from Andhra Pradesh is saving money and Rukshana Ben from Chhota Udepur in Gujarat does not have to travel far away for treatment.pic.twitter.com/fyhV04a6N7,04:31:00,07/06/18,en,6986,205,1818,4:31 AM - 7 Jun 2018
Did you know knee transplants are cheaper by almost 70%…due to this many people are happier. This is what Alwar’s  Laxmi Devi Ji has to say.pic.twitter.com/MdxfRbvXhX,04:30:00,07/06/18,en,8473,266,2184,4:30 AM - 7 Jun 2018
"A healthy India will lead to a transformed India. 

People from across the nation, who have benefitted from the healthcare initiatives of the Central Government shared their experiences. Here is the video of our interaction.http://nm-4.com/noh6 ",04:23:00,07/06/18,en,12005,549,2487,4:23 AM - 7 Jun 2018
"Let us discuss healthcare! 

Beneficiaries of various healthcare efforts of the Central Government including the Pradhan Mantri Bhartiya Janaushadhi Pariyojna, cheaper stents, dialysis and knee implants will share their experiences tomorrow morning.",07:34:00,06/06/18,en,8940,492,2091,7:34 AM - 6 Jun 2018
Punjab has a special association with our agriculture sector and it is no surprise that these talented school children from Amritsar are working on helping our hardworking farmers using technology!pic.twitter.com/uAUWyLJaeW,02:56:00,06/06/18,en,5462,157,1408,2:56 AM - 6 Jun 2018
"For decades, Bengaluru has been known as a city of innovation. Bengaluru has left a distinct mark on the world stage. 

Those working on start-ups in Bengaluru shared their experiences, including how they are getting proper help in areas such as patent registrations.pic.twitter.com/G1TKprYrDy",02:53:00,06/06/18,en,5504,148,1499,2:53 AM - 6 Jun 2018
"Interacted with youngsters from incubation centres in Chhattisgarh, including a centre based out of a mall so that more people can see the work they are doing. 

I also made a special appeal to all those working on start-ups in Chhattisgarh. Have a look.pic.twitter.com/m6f2dTTxqg",02:49:00,06/06/18,en,4548,108,1313,2:49 AM - 6 Jun 2018
The nature of the start-up world in India has changed rapidly. Start-ups are no longer only about the technological sector. Youngsters are working in a wide range of other areas. We are also witnessing great entrepreneurial energy in small towns and villages!,02:46:00,06/06/18,en,11049,437,2375,2:46 AM - 6 Jun 2018
Sharing a video on Nadi Shodhan Pranayam. Have a look and make it a part of your lives. Practising it daily will bring calm and positivity in your life. #4thYogaDaypic.twitter.com/3UJWZpDCBU,19:23:00,05/06/18,en,8986,459,2391,7:23 PM - 5 Jun 2018
"Tomorrow at 9:30 AM, I will take part in an exciting interaction with youngsters from the world of start-ups & innovation. The interaction offers a wonderful opportunity to hear directly from pioneering young innovators who have excelled as start-up entrepreneurs.",03:31:00,05/06/18,en,12850,639,2743,3:31 AM - 5 Jun 2018
A particularly interesting interaction with PMAY beneficiaries in Jharkhand. You would be amazed to know that these women have benefitted from Mudra loans and Ujjwala Yojana. It is wonderful to see several of the NDA government’s schemes touch the lives of many.pic.twitter.com/XaNjDl1HHP,03:00:00,05/06/18,en,8487,466,2034,3:00 AM - 5 Jun 2018
"Greetings on #WorldEnvironmentDay. Together, let us ensure that our future generations live in a clean and green planet, in harmony with nature.pic.twitter.com/HYUNlCCQ2P",19:37:00,04/06/18,en,18834,1197,4175,7:37 PM - 4 Jun 2018
Warm birthday wishes to Uttar Pradesh’s hardworking Chief Minister @myogiadityanath Ji. Yogi Ji is unwavering in his effort to transform the state. I wish him a long and healthy life in service of the people.,19:34:00,04/06/18,en,33565,1877,6879,7:34 PM - 4 Jun 2018
You can join tomorrow’s interaction with Pradhan Mantri Awas Yojana beneficiaries via the ‘Narendra Modi Mobile App' or on @DDNewsLive.,07:01:00,04/06/18,en,8763,643,1802,7:01 AM - 4 Jun 2018
"Lakhs of people have got a house due to the Pradhan Mantri Awas Yojana. This scheme is central to our endeavour of providing a house to every Indian. 

Tomorrow morning, at 9:30 AM, I look forward to interacting with beneficiaries of the PMAY, via video conferencing.",07:01:00,04/06/18,en,17179,1232,3827,7:01 AM - 4 Jun 2018
Delighted to have interacted with respected Governors of various states. Here are the highlights of my address during the opening session of the 49th Governors' Conference. http://nm-4.com/g4g6 pic.twitter.com/ARCz30Xz49,06:54:00,04/06/18,en,9594,393,2019,6:54 AM - 4 Jun 2018
"Greetings to Mr. George Fernandes on his birthday. Generations of Indians will remain grateful to George Saheb for his historic role in preserving India’s democracy. A people’s person, he distinguished himself as a capable administrator. I pray for George Saheb’s good health.pic.twitter.com/35ADgNuKQS",22:40:00,02/06/18,en,27684,1340,5618,10:40 PM - 2 Jun 2018
"Best wishes to Kalaignar M.Karunanidhi Ji on his birthday. A prolific writer, poet, thinker and orator, Karunanidhi Ji is one of India’s senior most political leaders. May he be blessed with a long and healthy life. @kalaignar89pic.twitter.com/BnZJUA4kjJ",22:37:00,02/06/18,en,16446,642,2493,10:37 PM - 2 Jun 2018
On board INS Satpura. It is always a pleasure and an honour to interact with our sailors and officers.pic.twitter.com/4tXctghdsy,00:27:00,02/06/18,en,17546,832,3070,12:27 AM - 2 Jun 2018
India and Singapore are cooperating not only on land but also in the seas! At the Changi Naval Base I got an opportunity to witness the deep-rooted naval cooperation between our two nations.pic.twitter.com/AxDqjH5bT4,00:25:00,02/06/18,en,9868,316,2090,12:25 AM - 2 Jun 2018
"Commendable efforts by the Indian Heritage Centre to bring Singapore and India even closer. Using a RuPay card, I bought a splendid Madhubani painting.pic.twitter.com/TpzJdLUlxz",00:15:00,02/06/18,en,8956,381,1928,12:15 AM - 2 Jun 2018
Visited the Chulia Mosque in Singapore. The Mosque is one of the oldest in the city.pic.twitter.com/WqUMBvrObq,23:00:00,01/06/18,en,18876,1532,2754,11:00 PM - 1 Jun 2018
Exceptional musical performance of 'Raghupati Raghav Raja Ram' using Chinese instruments. A must listen!pic.twitter.com/Yt8od38Lur,20:40:00,01/06/18,en,19401,783,4419,8:40 PM - 1 Jun 2018
Greetings to my sisters and brothers of Andhra Pradesh. I pray for the good health and prosperity of the people of the state.,20:04:00,01/06/18,en,15758,1115,2474,8:04 PM - 1 Jun 2018
Humanity can serve its interests better when we all work together as equals in the larger good of all nations.pic.twitter.com/w1r9CCfPcf,08:14:00,01/06/18,en,9799,627,2042,8:14 AM - 1 Jun 2018
"The interaction with youngsters at the Nanyang Technological University was extremely lively. Answered questions on the role of Asia in the 21st century, the vitality of technology and the relevance of inclusive growth. You can watch the interaction here. https://www.facebook.com/PMOIndia/videos/1302419949888706/ …pic.twitter.com/tHjihooOlX",04:41:00,01/06/18,en,8293,378,2015,4:41 AM - 1 Jun 2018
"Had the honour of handing over the Padma Shri to Professor Tommy Koh earlier today. A veteran diplomat, he was conferred the Padma Shri this year.pic.twitter.com/oEzn1T0iqc",04:31:00,01/06/18,en,8108,174,1585,4:31 AM - 1 Jun 2018
Glad to meet PM @leehsienloong. We visited the India-Singapore Enterprise and Innovation Exhibition.pic.twitter.com/7VYqVks0d4,07:07:00,31/05/18,en,8473,657,1727,7:07 AM - 31 May 2018
"Several reforms have been undertaken in India and we are committed to doing even more to make business easier as well as smoother. 

I invite the world to invest in India.pic.twitter.com/kGzpJD0s6r",07:05:00,31/05/18,en,15433,1004,2904,7:05 AM - 31 May 2018
"India is changing rapidly, at a speed and scale never seen before. 

A New India is taking shape.pic.twitter.com/BaZ6yHQgDI",07:04:00,31/05/18,en,7657,414,1796,7:04 AM - 31 May 2018
"The launch of RuPay, BHIM App and UPI by SBI, Singapore is a momentous occasion. India is building a strong partnership with Singapore in the digital world.pic.twitter.com/pl79jpfrmZ",07:03:00,31/05/18,en,7185,234,1792,7:03 AM - 31 May 2018
Delighted to have met Deputy PM Wan Azizah Wan Ismail and Mr. Anwar Ibrahim. We had fruitful discussions on a wide range of subjects relating to India-Malaysia friendship.pic.twitter.com/ifCwNvzct8,01:11:00,31/05/18,en,15480,754,2637,1:11 AM - 31 May 2018
Glad to have met Tun Dr. Mahathir Mohamad. I thank him for the warm welcome. We had productive discussions on further cementing India-Malaysia ties. @chedetofficialpic.twitter.com/o8n7aMMS7e,21:35:00,30/05/18,en,9334,483,1905,9:35 PM - 30 May 2018
Saddened by the demise of Maharashtra’s Agriculture Minister Shri Pandurang Fundkar. He made an invaluable contribution towards building the BJP in Maharashtra. He was also at the forefront of serving the farmers of the state. My thoughts are with his family and supporters.,20:35:00,30/05/18,en,16362,693,3014,8:35 PM - 30 May 2018
I thank President Joko Widodo and the wonderful people of Indonesia for the exceptional hospitality. This visit has added great strength to bilateral relations between our nations. @jokowipic.twitter.com/J3d3vHss1o,17:23:00,30/05/18,en,9238,340,2033,5:23 PM - 30 May 2018
Highlighted the steps taken by the Government of India to enhance ‘Ease of Living’ for 125 crore Indians.pic.twitter.com/8JyYRZvIX1,07:12:00,30/05/18,en,10216,700,2188,7:12 AM - 30 May 2018
"The India-Indonesia friendship is special. When our country marked Republic Day for the first time, the Indonesian President graced the celebrations as the Chief Guest. 

The Indian diaspora in Indonesia has excelled in several fields and adds strength to the friendship.pic.twitter.com/fl764HnRai",07:10:00,30/05/18,en,8367,270,2077,7:10 AM - 30 May 2018
"Located in Central Jakarta, the Arjuna Wijaya Chariot statue is a vibrant testimony of the deep-rooted cultural relations between India and Indonesia. Delighted to have visited the statue with President Widodo. @jokowipic.twitter.com/MOLNntLxXM",04:25:00,30/05/18,en,11087,367,2414,4:25 AM - 30 May 2018
"Glad to have visited the Istiqlal Mosque, one of the largest mosques in the world.pic.twitter.com/3iCdBZaIsj",00:26:00,30/05/18,en,9931,486,1985,12:26 AM - 30 May 2018
"On Goa Statehood Day, best wishes to the people of the state. May Goa scale new heights of development in the coming years.",18:38:00,29/05/18,en,16383,473,2729,6:38 PM - 29 May 2018
I pray for the safety and wellbeing of all those affected by heavy rains in various parts of Karnataka. Have spoken to officials and asked them to ensure all possible assistance in the affected areas.,08:18:00,29/05/18,en,30832,1694,5989,8:18 AM - 29 May 2018
I thank Indonesia's Indian community for the enthusiastic welcome Jakarta.pic.twitter.com/fqjgmcQHhs,07:17:00,29/05/18,en,18242,676,3270,7:17 AM - 29 May 2018
"Landed in Jakarta. India and Indonesia are friendly maritime neighbours with deep civilisational links. This visit will further the convergence of our political, economic and strategic interests.pic.twitter.com/5e0rSScAkh",06:47:00,29/05/18,en,10676,400,2114,6:47 AM - 29 May 2018
"Thanks to Mudra Yojana there is a spirit of self-reliance, especially among women, youngsters of SC, ST and OBC communities. I urged beneficiaries to increase the use of digital payments and inspire others to do so.https://www.facebook.com/narendramodi/videos/10160501183285165/ …",23:56:00,28/05/18,en,9547,495,2265,11:56 PM - 28 May 2018
"Mudra Yojana has emerged as a job multiplier. Entrepreneurs, particularly in smaller towns and villages who were forced to depend on middlemen or moneylenders are relieved due to Mudra Yojana. This initiative places faith on the skills and strengths of 125 crore Indians.",23:55:00,28/05/18,en,18166,953,3988,11:55 PM - 28 May 2018
"During today's interaction with Mudra Yojana beneficiaries, I heard entrepreneurs from Maharashtra, Karnataka, Assam, West Bengal, Jammu and Kashmir, and Himachal Pradesh share their life journeys. Due to Mudra, the entrepreneurial potential of young Indians is being harnessed.",23:54:00,28/05/18,en,9524,302,2155,11:54 PM - 28 May 2018
"At 9:30 AM today, I will interact with Mudra Yojana beneficiaries from all over India. Looking forward. This interaction can be watched on @DDNewsLive and the 'Narendra Modi Mobile App.'https://www.narendramodi.in/watch-live ",19:36:00,28/05/18,en,10360,655,2219,7:36 PM - 28 May 2018
"The focus of my Singapore visit is to enhance the India-Singapore partnership. During the visit I would be meeting students and CEOs. I will unveil a plaque at Clifford Pier, where Gandhi Ji's ashes were immersed in sea on 27th March 1948.",08:25:00,28/05/18,en,8007,369,1693,8:25 AM - 28 May 2018
"On 31st May, on my way to Singapore, I will make a brief halt in Malaysia to congratulate the new Malaysian leadership. I look forward to meet Prime Minister Dr. Mahathir Mohamad.",08:23:00,28/05/18,en,10848,425,2108,8:23 AM - 28 May 2018
"I will be visiting Indonesia, Malaysia and Singapore on 29th May- 2nd June. India has a robust strategic partnership with all the three countries. I would be attending a wide range of programmes in these countries.",08:19:00,28/05/18,en,25702,2027,4259,8:19 AM - 28 May 2018
"I thank these Ujjwala beneficiaries from Anantnag in Jammu and Kashmir. Their blessings, that too during the Holy Month of Ramzan are special.pic.twitter.com/BiaC3R83QT",01:06:00,28/05/18,en,9075,403,2301,1:06 AM - 28 May 2018
"Ujjwala Yojana is bringing a massive social transformation. Majority of the beneficiaries are women, and those belonging to SC, ST and OBC Communities. For decades, they never had access to gas connections…this has changed and today they are much happier!",01:03:00,28/05/18,en,14110,513,3156,1:03 AM - 28 May 2018
Hearing the beneficiaries made me extremely happy. They told me that due to Ujjwala Yojana they are not only spending less time cooking but also learning stitching and other skills. Some of the beneficiaries said that due to Ujjwala they could spend more time with their children.,01:02:00,28/05/18,en,10483,386,2320,1:02 AM - 28 May 2018
I will always remember today’s interaction with beneficiaries of the Ujjwala Yojana. Women from different parts of India shared their experiences on how this initiative has transformed their lives. Do hear.http://nm-4.com/cwf6 ,01:00:00,28/05/18,en,7578,248,1813,1:00 AM - 28 May 2018
"At 9:30 AM, will take part in a special kind of interaction, with beneficiaries of the Ujjwala Yojana from all over India. Looking forward.",19:41:00,27/05/18,en,12786,521,2374,7:41 PM - 27 May 2018
"I bow to Veer Savarkar on his Jayanti. Blessed with immense courage, Veer Savarkar will always be remembered for his patriotic spirit. He was also a prolific writer and social reformer.https://soundcloud.com/narendramodi/veer-savarkar-was-a-prolific-poet-as-well-as-a-social-reformer-pm …",19:39:00,27/05/18,en,15156,532,4214,7:39 PM - 27 May 2018
"Despite the scorching heat, several people came to bless us. Every Indian wants top quality infrastructure and a better quality of life, which were are committed to ensuring.pic.twitter.com/Unrq2ttiYt",03:42:00,27/05/18,en,17291,1054,3750,3:42 AM - 27 May 2018
A special thank you to the people of Delhi. Here are some glimpses from the road show earlier today.pic.twitter.com/ze2FkIeAAC,03:38:00,27/05/18,en,12630,523,2808,3:38 AM - 27 May 2018
"During my visit to Cuttack yesterday, I was delighted to meet D. Prakash Rao and some of the students whose life he is transforming. #MannKiBaatpic.twitter.com/31VCbOGmBX",01:54:00,27/05/18,en,7874,289,1753,1:54 AM - 27 May 2018
